"",Matrix::rowSums(assay(gast_cds))
LOC105333214,159
LOC117683953,71
LOC105333215,13628
LOC105333217,416
LOC105323395,39
LOC117683960,42
LOC105333219,485
LOC105333221,25
LOC105333220,88647
LOC105333222,17080
LOC105333224,13052
LOC105333225,2993
LOC105325161,6870
LOC105325162,187
LOC105325164,6243
LOC105325166,129
LOC105325208,221
Perlucin,5
LOC109619288,25
LOC105346056,193385
LOC105346054,2047
LOC109620963,1581
LOC105346053,1
LOC105346052,1
LOC105346049,5
LOC117684035,1
LOC117684028,9
LOC117684033,4
LOC117684036,1
LOC105346051,21
LOC117684034,1
LOC109620961,3
LOC117684040,341
LOC105341561,72
LOC105341562,3
LOC105341575,91
LOC105341563,3747
LOC105341576,2190
LOC105341564,12017
LOC105341578,296
LOC105341565,14189
LOC105324324,2613
LOC117684084,95
LOC105325213,7261
LOC105331492,1978
LOC105325215,7264
LOC105325216,2157
LOC109618365,5
LOC105325217,3468
LOC105325221,38
LOC105325222,137
LOC105325218,265
LOC105329713,207247
LOC105329525,299609
LOC105323170,1939
LOC105323163,7
LOC105323155,54
LOC105330710,90
LOC105323139,105537
Actr2,7420
LOC105323125,56669
LOC105323107,10137
LOC105323089,3959
LOC105323175,28952
LOC105327669,9737
LOC105327663,379
LOC105327653,3846
LOC105327719,2414
LOC105330942,22895
LOC109619083,150
LOC105330946,7
LOC109619082,9
LOC105330940,642
LOC105330938,48
LOC105330937,17
LOC105330936,34
LOC105330935,136510
LOC105330934,3819
LOC105330933,1750
LOC105330932,250
LOC117684155,1
LOC109619081,1
LOC117684156,3
LOC105326339,1181
LOC105326340,17169
LOC105326341,1335
LOC105326343,7270
LOC105326344,12231
LOC105326345,22082
LOC105326346,86
LOC117693037,4
LOC105326350,97
LOC105326351,306
LOC109620289,74
LOC117684176,2
LOC105340655,42
LOC105340656,24525
LOC105340657,152
LOC105340658,4
LOC105340659,30382
LOC105340668,2
LOC117684185,0
LOC105340660,250
LOC105340662,7286
LOC105340663,531
LOC105340665,33305
LOC105340669,9054
LOC105331248,209
LOC117684198,0
LOC105331241,26
LOC105331239,2778
LOC105331238,731
LOC105331247,1247
LOC105331237,4710
LOC105331236,47
LOC105331235,44
LOC105331246,21305
LOC105348216,0
LOC117684238,803
LOC117684251,0
LOC105348215,29
LOC105348243,3
LOC117684258,94
LOC117684230,126
LOC117693046,1
LOC117684253,105
LOC105324918,29102
LOC105324957,62
LOC105342321,5271
LOC117684254,46
LOC117684255,183
LOC105342319,34
LOC105337700,588
LOC105342318,35
LOC117684276,1
LOC105321737,52
LOC105321735,7357
LOC117684277,231
LOC105348470,2772
LOC117684280,1524
LOC105337904,1225
LOC105337911,12
LOC105337906,10
LOC109619960,1
LOC105341921,2159
LOC105341923,7425
LOC117684340,1
LOC117684369,0
LOC117684344,2
LOC117693048,0
LOC105341924,3
LOC109617378,1
LOC105318521,1617
LOC117684370,0
LOC117684371,0
LOC117693051,1
LOC105346803,16
LOC105341795,3
LOC105341796,0
LOC105341797,8
LOC105335245,5
LOC105332962,2447
LOC105332961,20993
LOC105332960,11119
LOC105339671,10941
LOC105339741,2416
LOC105340032,157243
LOC105340117,24540
LOC105340337,2270
LOC105340423,3081
LOC105340647,5000
LOC105340738,2353
LOC105328942,402
LOC105340867,134
LOC105341062,318
LOC117684399,337
LOC105341674,19
LOC105341332,728
LOC105341514,1839
LOC105324583,193
LOC105328944,77
LOC105328921,54
LOC105328920,76
LOC105328919,253
LOC105328918,560
LOC105328917,12824
LOC105328916,3429
LOC109618896,11
LOC105329489,12
LOC105329490,5
LOC105329491,1
LOC117684420,2
LOC105329493,12
LOC105329492,5
LOC117693052,58
LOC105342230,34
LOC105347390,6
LOC105347389,271
LOC105318011,38
LOC105347388,51
LOC105347404,7410
LOC105333569,19013
LOC117684442,5
LOC117684443,6
LOC105329255,0
LOC105340633,0
LOC105339960,5
LOC117693053,0
LOC105334400,14
LOC105334399,100
LOC105338575,6410
LOC105338576,20
LOC105331774,25
LOC105338578,863
LOC105338577,5750
LOC109620036,19
LOC105338580,1025
LOC117684458,2167
LOC105326995,1925
LOC105331215,5
LOC105331216,4565
LOC105331217,1423
LOC105331219,2471
LOC105331218,141
LOC105324448,4
LOC105347487,3329
LOC105323977,6554
LOC105332689,7009
LOC105332682,72
LOC105332676,9782
LOC105332661,188
LOC105332730,335
LOC105332717,59
LOC117688851,702
LOC117688850,115
LOC105332654,14624
LOC105332707,13051
LOC105330283,69
LOC105330284,424
LOC109619004,1844
LOC105330285,3
LOC117693055,1
LOC117688856,17
LOC117688880,0
LOC109619998,1
LOC105338277,0
LOC117688864,0
LOC117693057,1
LOC117688875,0
LOC105338278,2
LOC105338251,4175
LOC117688888,0
LOC105338253,3
LOC105338254,3918
Trnas-gcu_1,0
LOC105338255,4177
LOC105338258,3828
LOC105338257,10
Trnar-ccg,0
LOC109617071,20
LOC105338260,8729
LOC105338262,20741
LOC105338263,2475
LOC105329287,7
LOC105334592,8
LOC117680660,14
LOC105338264,5858
LOC105338265,57287
LOC105338266,191
LOC105338267,282
LOC105338269,26
LOC105338270,7655
LOC105338271,4341
LOC105338272,3062
LOC117688949,93
LOC105338273,8792
LOC105338274,0
LOC105348453,22
LOC105326528,0
LOC105324410,0
LOC105342325,1
LOC117688948,0
LOC105342324,0
LOC105333489,6
LOC105348504,20
LOC105333487,102
LOC109619407,119
LOC105333421,7835
LOC105333422,6949
LOC105333425,25
LOC109617920,82
LOC105333427,16401
LOC105333431,284
LOC105347529,71
LOC105333430,5
LOC117689023,317
LOC109617530,377
LOC105333429,124
LOC105333490,34
LOC105333433,12823
LOC105333434,578059
LOC105333436,201193
LOC105333437,6198
LOC105333438,15017
LOC105333439,20
LOC105333440,107
LOC105333442,1401
LOC105333443,2
LOC105333444,2205
LOC105333445,1507
LOC105333446,53
LOC105333447,1283
LOC105333449,1596
LOC105333450,37
LOC105344617,1515
LOC105344663,423
LOC105344664,4
LOC105344618,167
LOC105344620,2264
LOC105344621,994
LOC105344622,4102
LOC105344623,32424
LOC117689118,147
LOC117689120,74
LOC105344624,157
LOC105344626,125
LOC105344627,962
LOC105344631,128
LOC109620767,12
LOC105344630,1297
LOC105344628,94999
LOC105344666,206
LOC105344635,882
LOC105344633,26
LOC105344634,7185
LOC105344637,6295
LOC105344638,27532
LOC105344639,6040
LOC105344640,384
LOC105344641,3665
LOC105344643,56
LOC105344644,1828
LOC105344645,887
LOC105344646,93012
LOC105344647,2056
LOC105344648,50013
LOC105344649,10569
LOC105344651,5836
LOC105344652,155
LOC105344653,1826
Trnag-ucc,0
Trnag-ucc_1,0
Trnag-ucc_2,0
Trnag-ucc_3,0
LOC105344654,30
LOC105344655,1225
LOC105344657,65706
LOC105344658,22651
LOC109620773,492
LOC105344659,2161
LOC109620768,3
LOC117689182,17
LOC105318523,0
LOC117689187,0
LOC117689192,1
LOC105344662,1
LOC105344660,1
LOC105344661,0
LOC109620769,0
LOC117689198,5
LOC117689199,1
LOC117689201,1
LOC117689202,7
LOC105326403,8
LOC109618521,1
LOC105326404,10
LOC109617439,0
LOC105323550,7
LOC117689208,310
LOC105318833,0
LOC105318831,11
LOC105318834,0
LOC105318828,28
LOC105318830,0
LOC105318827,34
LOC109618602,9
LOC117680365,0
LOC105326990,1
LOC105326993,8
LOC105326991,2
LOC117689235,2
LOC117689233,13
LOC105326987,13
LOC105342707,5
LOC105342724,248
LOC105342706,50
LOC105342705,10
LOC117689234,8
LOC105342702,4
LOC105342701,136
LOC105342700,2299
LOC117689236,18
LOC117689238,3
LOC105342699,11
LOC117689242,2
LOC117689241,40
LOC117689244,33
LOC105342698,23037
LOC105342697,5243
LOC105342695,11897
LOC105342694,10751
LOC105342723,6
LOC109620503,0
LOC105342693,8
LOC105342692,481
LOC105342691,47
LOC105342689,1388
LOC105342688,12214
LOC105342687,2
LOC105342682,3506
LOC105329815,427
LOC105342683,1959
LOC105342684,3430
LOC105342685,8588
LOC105342681,35583
LOC105342680,66
LOC105342679,2201
LOC117689289,31
LOC105320918,283
LOC105320917,17
LOC105320944,53
LOC105343746,49
LOC117689291,100
LOC105337669,8
LOC105337671,6
LOC105337672,6820
LOC105334174,14
LOC105334173,185
LOC105334172,502
LOC105334171,3019
LOC105329916,36
LOC105329908,4109
LOC105329910,7
LOC105329911,4479
LOC117689355,1
LOC105329912,306248
LOC105329913,2889
LOC105329914,3907
LOC105330605,105830
LOC105330603,107346
LOC105344139,15370
LOC105344135,65781
LOC105344134,56
LOC105344138,48
LOC105338937,35
LOC105338927,38
LOC105338928,144
LOC105338929,4935
LOC105338930,6999
LOC105338932,793
LOC105338933,239
LOC105338934,625
LOC105338938,6749
LOC105338935,52135
LOC109619252,21
LOC105332384,5200
LOC105332386,68
LOC105332385,40
LOC105332387,9657
LOC105332388,34
LOC105332389,5
LOC105332391,735
LOC105332392,1341
LOC105332393,23957
Trnat-cgu,0
LOC105332394,15
Trnag-gcc_1,0
Trnag-gcc_2,0
Trnag-gcc_3,0
Trnag-gcc_4,0
Trnag-gcc_5,0
Trnag-gcc_6,0
Trnag-gcc_7,0
Trnat-cgu_1,0
LOC117689445,6
Trnag-gcc_8,0
Trnag-gcc_9,0
Trnag-gcc_10,0
Trnag-gcc_11,0
Trnag-gcc_12,0
Trnag-gcc_13,0
Trnag-gcc_14,0
LOC105332396,8653
LOC105332395,36
LOC105332397,7781
LOC105324538,141306
LOC105324539,754
LOC105324540,9
LOC117682120,4
LOC117682122,5
LOC117693063,4
LOC117682134,100
LOC117682136,50
LOC105339128,4915
LOC117682149,459
LOC105334751,6661
LOC117682158,0
LOC117682154,1
LOC117687020,0
LOC105318487,0
LOC105320355,282
LOC105336279,173
LOC109621209,1
LOC109621210,3
LOC105321293,5
LOC105321295,7732
LOC105331182,665
LOC117682968,4
LOC105331195,321
LOC105336408,66
LOC105331183,1111
LOC105331184,721
LOC105331185,1095
LOC105331187,1298
LOC105331188,957
LOC105331189,13966
LOC105331190,4075
LOC105331191,23444
LOC117683030,66
LOC105331193,110
LOC105331194,443
LOC105337679,4415
LOC105337680,8635
LOC105337683,27
LOC117683082,848
LOC105337684,8
LOC105337686,1
LOC105323504,8
LOC117693065,4
LOC117693066,6
LOC105337687,0
LOC109617054,0
LOC109619928,1
LOC105337688,0
LOC105337689,1
LOC117693067,1
LOC105337690,5
LOC105337691,6281
LOC105337692,128016
LOC105337693,10264
LOC105327254,2
LOC105340078,7
LOC105340079,1
LOC105332055,2
LOC105324380,0
LOC105344070,8
LOC105344065,30
LOC105344066,63
LOC105344067,85
LOC105344068,399
Trnav-cac,0
Trnam-cau_1,0
LOC105338964,183
LOC105348718,169
LOC105348750,120
LOC105325289,135
LOC117684778,171
LOC105325288,3477
LOC105325287,114396
LOC105325286,23
LOC105325285,207
LOC105325284,27537
LOC105325283,10280
LOC105325280,2298
LOC105325279,125
LOC105325278,21
LOC117684822,517
LOC117684824,2
LOC117684826,16
LOC117684818,0
LOC117684819,0
LOC117684820,0
LOC117693069,1
LOC117684823,207
LOC105332879,29
LOC109618113,40
LOC105336854,6
LOC117684828,0
LOC105336857,39
LOC105328909,4
LOC117684827,4
LOC105326498,67
LOC105336855,2
LOC117690636,0
LOC105336856,3
LOC105336853,18
LOC105324772,227
LOC117690656,6
LOC105324773,10344
LOC105324774,4
LOC105324775,48499
LOC105324776,33302
LOC105328361,10099
LOC105328359,11
LOC105328360,271
LOC105328358,5
LOC105328357,8859
LOC105328356,29271
LOC105328355,47
LOC105328353,55821
LOC105328352,166431
LOC105340507,187
LOC105340486,268
LOC105340487,10006
LOC105340488,6774
LOC105340489,13
LOC105340490,37
LOC105340491,213
LOC105340492,4811
LOC105340493,9622
LOC105340494,31819
LOC105340495,86378
LOC105340497,2035
LOC105340496,27483
LOC105340498,86845
LOC117690814,7
LOC105321313,91
LOC105324291,23
LOC117690802,66
LOC105324290,125
LOC105324288,40462
LOC105324287,17010
LOC105324286,570
LOC105324285,424
LOC105324284,3441
LOC105324283,7520
LOC105328940,2
LOC117690865,213
LOC105328911,185
LOC117690869,7
LOC117690872,1
LOC117690874,21
LOC117681715,0
LOC117681716,5
LOC105323831,11
LOC105318850,94
LOC105318851,25295
LOC105318852,0
LOC105318853,6
LOC117688288,3
LOC105318854,6823
LOC105318855,20433
LOC105318857,2850
LOC117688294,127
LOC117688331,13053
LOC117688313,96
LOC105318859,1
LOC117688348,0
LOC105318873,2
LOC105318856,298
LOC105318858,33083
LOC105318861,161
LOC105318863,11
LOC117688352,7
LOC105318864,1
LOC117688358,39449
LOC117693076,11
LOC105318866,30
LOC105318867,80
LOC105318869,15309
LOC105318870,5237
LOC105329632,259
LOC105318872,2658
LOC105339803,1553
LOC105339800,13091
LOC105339801,3012
LOC105339799,393
LOC105339798,814
LOC105339796,2942
LOC105339795,3850
LOC105339794,48
LOC105334667,102
LOC117693077,0
LOC105328808,2324
LOC105328807,212
LOC105328805,242
LOC105328806,5401
LOC105328804,6357
LOC105328803,3172
LOC105346312,13354
LOC105346314,2390
LOC105346315,161
Trnas-gcu_2,0
Trnas-gcu_3,0
Trnas-gcu_4,0
Trnas-gcu_5,0
Trnas-gcu_6,0
LOC117693078,0
Trnas-gcu_7,0
Trnas-gcu_8,0
LOC105348233,2
LOC105323144,5
LOC117688637,35
LOC105348239,8
LOC105328263,2
Trnas-gcu_9,0
LOC105348244,0
LOC105348256,123
LOC105348264,9228
LOC105348274,897
LOC105320772,4920
LOC105320773,13379
LOC105320774,5225
LOC105320775,6188
LOC105348565,38
LOC105348566,761
LOC105348567,34907
LOC105348568,38243
LOC105348569,3795
LOC105348570,37181
LOC105331851,12001
LOC105331860,4079
LOC105332174,0
LOC105332182,3
LOC105331875,9562
LOC105331887,78
LOC105332189,13
LOC105331896,788
LOC105331918,8203
LOC105331923,10871
LOC117688804,507
LOC117688799,65
LOC105337334,21979
LOC105337335,93826
LOC105337336,61
LOC105337337,9480
LOC105337338,617
LOC105337339,92
LOC117688810,0
LOC105337340,63
LOC105337342,242
LOC105337343,0
LOC105337344,3
LOC105337345,3
LOC105337346,8589
LOC105337347,4829
LOC105337348,6
LOC105337351,7430
LOC105337352,2919
LOC105337353,3222
LOC117693081,3
LOC117693084,0
LOC117680762,25
LOC105337357,4199
LOC117680769,122
LOC117680773,26
LOC117680768,134
LOC117680772,0
LOC105337354,7
LOC117680767,850
LOC105334278,14391
LOC105334280,18
LOC105330365,36548
LOC105330366,800
LOC105330364,3965
LOC105330362,3834
LOC105330363,49
LOC105330361,31
LOC105330360,54
LOC105330359,2217
LOC105330358,625
LOC105330357,40
LOC105330356,22
LOC105330374,143
LOC105330355,3935
LOC105330354,4637
LOC105330352,5
LOC105330351,121
LOC117680799,15
LOC105330350,22
LOC105330349,13122
LOC105330348,4726
LOC105330347,298
LOC105322741,2584
LOC105322740,817
LOC105322739,5827
LOC105322738,4175
LOC117680915,15
LOC117680931,0
LOC105322736,0
LOC117680940,0
LOC105337742,2286
LOC105337740,919
LOC117681010,34
LOC117680994,3
LOC117680950,7
LOC117680960,13
LOC117681011,2
LOC117681005,524
LOC105325502,0
LOC105321352,11
LOC117693087,3
LOC109618402,4
LOC117680997,4899
LOC117680955,30
LOC117680965,32
LOC117681006,0
LOC117680979,525
LOC117681002,818
LOC117680968,3429
LOC105325481,105
LOC117693090,0
LOC117681007,626
LOC117680976,1813
LOC117681009,131
LOC105325491,4
LOC105325490,4
LOC105325489,6
LOC117681003,72
LOC117681008,0
LOC105325501,117
LOC117680999,1
LOC117681013,5
LOC105325500,1518
LOC105330897,0
LOC105325487,40
LOC117680961,0
LOC105325484,249
LOC105325483,583
LOC105325482,3492
LOC117681417,47
LOC105325480,18
LOC105325479,1
LOC117693091,1
LOC105334144,0
LOC109619469,0
LOC105334249,7
LOC105334158,74
LOC105334161,11774
LOC105334191,104
LOC105334201,8
LOC105330907,1834
LOC105336809,15659
LOC117681861,7
LOC105328081,1
Trnaw-cca_1,0
LOC105328072,11
LOC117681865,2
LOC105347734,10
LOC105347732,0
LOC109621131,2
LOC105347731,11
LOC105347730,2
LOC105347729,6
LOC105329630,17
LOC105341984,22
LOC117681713,1
LOC105324675,8
LOC109618275,1
LOC109618274,782
LOC117683526,254
LOC117683525,4077
LOC117683528,2983
LOC105324646,30
LOC105324674,1
LOC117680646,22
LOC117683534,4
LOC117683533,0
LOC105345151,14
LOC117693094,19
LOC117683538,0
LOC117683540,4
LOC105324645,4
Trnaw-cca_2,0
Trnaw-cca_3,0
Trnaw-cca_4,0
Trnaw-cca_5,0
Trnaw-cca_6,0
Trnaw-cca_7,0
LOC105324644,7674
LOC105324643,4751
LOC105324642,2635
LOC117693097,14
LOC109618265,2
LOC117692135,0
LOC117692137,0
LOC117692140,0
LOC109617949,0
LOC105322693,862
LOC105322695,72
LOC105322696,197
LOC105322697,18794
LOC105322698,313
LOC117692167,169
LOC105322728,3
LOC105322701,1
LOC117693102,0
LOC117692175,0
LOC105322702,0
LOC105322703,15
LOC105322704,91
LOC105322706,4341
LOC105322707,6264
LOC105322708,37614
LOC105322709,208
LOC109617946,24
LOC105322710,0
LOC105322711,7
LOC105322712,12
LOC105322713,1783
LOC105322714,3
LOC105331494,1230
LOC105331498,1167
LOC105331495,20639
LOC105331497,17420
LOC105331504,33
LOC105331499,204
LOC105331501,128
LOC105331502,788
LOC105322225,42
LOC105322223,1555
LOC105322222,509
LOC105322221,17619
LOC105322220,43
LOC105322219,36
LOC105322217,3365
LOC105322216,50438
LOC105325715,2967
LOC105333002,1729
LOC105323289,5
LOC105323287,40951
LOC117692289,0
LOC105323286,13244
LOC105323285,279
LOC105323284,54663
LOC105323283,16
LOC105323282,5
LOC105323295,1
LOC117693115,0
LOC117692328,1
LOC105323294,0
LOC105323281,7457
LOC105323280,1917
LOC117680413,678
LOC105323279,1512
LOC105323277,23548
LOC105323276,2872
LOC105323278,3546
LOC105323275,5126
LOC105323274,38755
LOC105323272,29275
LOC105323271,8485
LOC105325246,16
LOC105323270,9928
LOC105323269,2968
LOC105323267,2
LOC117692378,0
LOC117692381,1
LOC117692383,0
LOC117692385,213
LOC105323293,53
LOC117693129,0
LOC117693130,0
LOC105323266,21
LOC105323264,282
LOC105323263,63
LOC117692388,1
LOC105323261,764
LOC105323262,2020
LOC117692395,0
LOC117692396,1646
LOC105335221,1340
LOC105335227,1
LOC117692401,0
LOC109621028,217
LOC105346465,0
LOC105347349,0
LOC105346762,1
LOC105347188,84
LOC105346591,2432
LOC105346473,4802
LOC105346385,151
LOC105346243,5953
LOC105347120,338
LOC105346593,603
LOC117681732,3
LOC105347303,0
LOC105347304,9
LOC105347305,109
LOC105347306,151
LOC105347308,129
LOC105347309,26301
LOC105347310,227
LOC105347311,2637
LOC105347313,11264
LOC105347312,269
LOC105347315,4589
LOC105347316,14815
LOC105347317,3917
LOC105347318,992
LOC105347320,17427
LOC105347321,1350
LOC105326670,1240
LOC105347323,35
LOC105343724,2948
LOC105333624,136
LOC105333623,97
LOC117680474,2768
LOC117681797,155
LOC105333626,11964
LOC105333627,24809
LOC105333628,33807
LOC105333630,38997
LOC105333631,34474
LOC105333634,4628
LOC105333633,2555
LOC105333632,8140
LOC105333635,1488
LOC105333636,123
LOC105333637,27
LOC105333638,3
LOC109617081,1
LOC117681833,1
LOC105345166,17
LOC117681835,606
LOC117681838,0
LOC105335714,198
LOC105343725,10
LOC105327718,7745
LOC105327720,6035
LOC105327721,29833
LOC105327722,12
LOC117681849,345
LOC105327723,51431
LOC105317831,10
LOC105327726,2057
LOC105327727,48
LOC105327739,65
LOC105327728,8761
LOC105327729,412
LOC105327730,2
LOC105327731,46
LOC105327732,316
LOC105327740,3
LOC105323171,20
LOC105323172,19344
LOC105323173,5339
LOC105323174,44041
LOC105323176,546
LOC105323177,129
LOC105323178,3026
LOC105323179,29
LOC105323180,29430
LOC105323183,42
LOC105323182,611
LOC105323181,247
LOC105323184,136
LOC105323186,106
LOC105323193,187
LOC105323187,5778
LOC105323189,11494
LOC105323191,9003
LOC105333047,16764
LOC117681992,4
LOC105333048,12440
LOC105333049,14422
LOC105333050,20383
LOC105333051,15217
LOC105337066,2000
LOC105337091,1001
LOC105337100,17374
LOC105337111,183
LOC105337124,178
LOC105337127,14153
LOC117693134,0
LOC105337136,6362
LOC105337148,216
LOC105325886,31591
LOC117693135,2
LOC117682089,0
LOC117682068,2
LOC117682051,1
LOC105323036,0
LOC105323013,0
LOC117682097,0
LOC109617940,0
LOC117680668,1
LOC117693136,0
LOC105339808,180
LOC105333080,11248
LOC105333081,1881
LOC105333082,3654
LOC105322990,6
LOC105322999,0
LOC117693137,1
LOC117682213,2
LOC117682208,2
LOC117682212,0
LOC117682210,0
LOC117693138,1
LOC105342326,4
LOC105341798,110
LOC105341799,6
LOC105341800,273
LOC105341801,1748
LOC105341802,3486
LOC105341803,1907
LOC105341804,562
LOC105341824,973
LOC105341806,27
LOC105341807,749
LOC105341808,4522
LOC117692753,64
LOC105341810,3228
LOC117692757,12
LOC105341811,5330
LOC105341812,1284
LOC117692767,60
LOC117692772,6
LOC117692768,0
LOC105338104,1
LOC105341814,4
LOC109618119,0
LOC117693139,4
LOC105321427,14897
LOC117692778,5
LOC117692777,6
LOC105317334,2
LOC105317331,6
LOC105317333,165
LOC117686971,65
LOC105330863,3789
LOC109617601,69
LOC117686996,334
LOC117687528,3
LOC109620920,1
LOC105345752,3
LOC105321782,16
LOC109617838,11
LOC117693144,54
LOC117683906,34
LOC117686660,0
LOC117686677,0
LOC117686701,0
LOC117686709,0
LOC117686710,0
LOC117686662,0
LOC117686685,0
LOC117686664,0
LOC117686666,0
LOC117683908,6
LOC117686667,0
LOC117686668,0
LOC117686671,0
LOC117686672,0
LOC117686690,0
LOC117686673,0
LOC117686674,0
LOC117686681,0
LOC117686675,0
LOC117686679,0
LOC105331207,2262
LOC117683926,6
LOC105331206,5248
LOC105331208,17758
LOC105331209,15
LOC117687380,432
LOC117687378,1
LOC117687379,1
LOC105319004,2
LOC117687371,0
LOC117687367,0
LOC117693146,0
LOC105319003,0
LOC117686948,0
LOC105319005,0
LOC105319000,7
LOC105319001,0
LOC105319002,1
LOC105318999,2833
LOC117684930,5
LOC105318998,2514
LOC117693019,1
LOC117690929,5
LOC117690876,2
LOC109617648,1
LOC109617461,0
LOC105318995,1
LOC117688215,1
LOC117687532,0
LOC105324249,0
LOC117687543,4
LOC117687549,263
LOC117687558,1
LOC105348386,91889
LOC105326263,4
LOC105326262,36
LOC105326259,136
LOC105326260,292
LOC105326257,9530
LOC105326305,15
LOC109618502,502
LOC105342731,4053
LOC109620514,0
LOC105323974,10
LOC117687607,3
LOC105319232,26
LOC105323930,2
LOC105323950,11
LOC117687643,0
