"",Matrix::rowSums(assay(CPbla_cds))
LOC117687780,4
LOC105339512,1
LOC105348375,1
LOC105348373,0
LOC117688458,2
LOC117687781,4
LOC105339483,1
LOC105348372,0
LOC105320220,1
LOC109617052,5
LOC117686935,0
LOC117686934,8
LOC117686936,6
LOC117687202,1
LOC105320221,1
LOC117688459,0
LOC117686929,2
LOC117686930,0
LOC105320222,10
LOC117687773,0
LOC117687105,17
LOC117687857,0
LOC109617691,0
LOC105318918,1
LOC117688460,53
LOC117688010,1784
LOC105318096,3
LOC117688011,3
LOC105334325,26
LOC105334271,19
LOC105334257,0
LOC117688012,0
LOC105331177,0
LOC117688013,0
LOC117688014,1
LOC117688015,2
LOC117688016,2
LOC105327823,1
LOC105329224,0
LOC105329225,2
LOC105332939,2
LOC117687157,0
LOC105330757,5
LOC109619174,0
LOC117687275,0
LOC117687232,0
LOC117687286,0
LOC117687018,21
LOC117687118,113
LOC117688461,0
LOC117687248,4
LOC117688462,1
LOC105345273,371
LOC117688367,3
LOC117688371,787
LOC105318554,12
LOC117688369,3
LOC117688368,0
LOC117688370,0
LOC117688372,0
LOC117687216,0
LOC117687682,4
LOC105333305,0
LOC117686814,2
LOC117687602,2
LOC105339688,0
LOC109619574,0
LOC109620037,255
LOC117687111,1049
LOC117686839,1
LOC117686840,6
LOC105325105,104
LOC105328162,8
LOC105348102,3
LOC109619950,3
LOC117687211,0
LOC117687210,0
LOC117687226,0
LOC109621042,6
LOC117687603,16
LOC117687604,4
LOC117688463,0
LOC105320135,0
LOC105320136,2
LOC117687605,3
LOC105320137,3
LOC117687606,5
LOC105337019,2
LOC109619977,0
LOC117687608,2
LOC105317843,3
LOC105317842,0
LOC105325680,1684
LOC105341476,0
LOC109620645,13
LOC105341477,33
LOC117687610,774
LOC117687609,2
LOC117688464,0
LOC117688465,4
LOC117687611,13
LOC117687612,55
LOC117687613,9
LOC105329283,200
LOC105319096,0
LOC117687614,0
LOC117687615,48
LOC105332608,7
LOC105321434,0
LOC117687350,0
LOC117687704,0
LOC105337143,0
LOC117688024,1
LOC105322641,1
LOC105322642,537
LOC105322643,3
LOC117687507,0
LOC105323034,0
LOC105323098,10
LOC105323097,133
LOC105346814,2
LOC117680556,0
LOC109618964,35
LOC105346815,0
LOC109620779,0
LOC117687509,0
LOC109620414,233
LOC105346817,0
LOC105346819,2397
LOC105346824,2269
LOC105327058,1
LOC105346820,3
LOC117688466,0
LOC117687510,0
LOC105327057,0
LOC117687511,4
LOC105334310,123
LOC109619530,20
LOC117687512,19
LOC105334308,4
LOC117687513,37
LOC117687514,15
LOC117687243,3
LOC105334307,1
LOC105334311,1324
LOC117687963,65
LOC105327076,39
LOC105342955,4
LOC117687964,12
LOC105342957,0
LOC117687965,2
LOC105342959,539
LOC117687966,8
LOC109620397,0
LOC117687800,1
LOC117687212,0
LOC109617730,0
LOC117687011,5
LOC117687945,2
LOC105342963,180
LOC117687903,1
LOC117687904,0
LOC117687905,0
LOC117687906,1
LOC109620358,1
LOC117687907,0
LOC117687908,3
LOC105333500,343
LOC117687909,0
LOC117687910,0
LOC117687911,5
LOC117687914,1
LOC117687912,0
LOC117687913,0
LOC105340950,597
LOC117688656,16
LOC105332205,11
LOC117688657,113
LOC105335633,115
LOC105327067,26
LOC105327077,1
LOC105327068,52
LOC105327069,9
LOC109620818,1393
LOC117688658,15376
LOC117688659,882
LOC117688660,0
LOC117688661,5841
LOC117688662,0
LOC117688663,10
LOC117688664,0
LOC117688467,0
LOC105341035,3
LOC117688468,0
LOC105333662,0
LOC105333679,0
LOC117688666,0
LOC109619439,0
LOC117688665,0
LOC117688469,0
LOC105346036,0
LOC117688667,0
LOC117688668,0
LOC105346028,0
LOC117687626,0
LOC117688470,0
LOC117688471,0
LOC105345509,2
LOC109620882,1
LOC117688472,1
LOC117687012,0
LOC117687013,25
LOC117687014,0
LOC117688473,0
LOC117687060,2
LOC117688474,8
LOC117687141,27
LOC117687703,10
LOC105331757,0
LOC117687172,0
LOC105325211,94
LOC105343665,1
LOC105343063,0
LOC117687374,5
LOC105318555,123
LOC117687310,15
LOC105322743,7
LOC117688475,3
LOC109617317,20
LOC109617238,7
LOC105334350,7
LOC105334356,1
LOC105334358,1
LOC105334384,4
LOC105334385,190
LOC109619837,29
LOC105331967,0
LOC109619504,0
LOC105322829,0
LOC109618155,0
LOC105332615,1
LOC117687706,17
LOC117687197,0
LOC109619268,0
LOC105332630,1
LOC117687256,0
LOC117687168,0
LOC117687124,477
LOC109621133,1
LOC117687985,1
LOC117687984,0
LOC105333562,2
LOC117687986,0
LOC117687987,0
LOC105346260,1
LOC109620999,78
LOC117687988,120
LOC105330569,4
LOC105330583,3
LOC109620789,0
LOC117687331,0
LOC117687348,2
LOC105345716,1
LOC117687584,68
LOC117687579,0
LOC117687580,0
LOC117687582,0
LOC105345717,0
LOC105345668,1
LOC105333420,1
LOC105345669,0
LOC117687583,0
LOC117688476,0
LOC109620907,0
LOC117688477,0
LOC117687581,1
LOC105345670,20
LOC117687585,1
LOC105331413,951
LOC105344921,0
LOC117687586,0
LOC117687587,0
LOC105344922,3
LOC105335445,9
LOC117688478,0
LOC117687588,55
LOC109619788,0
LOC117687205,0
LOC105341119,1
LOC117688479,0
LOC117688480,0
LOC105336663,1
LOC117687071,0
LOC105322021,7
LOC117687217,3
LOC109618427,4
LOC105345959,40
LOC105345960,4
LOC105345961,4
LOC117686927,1
LOC105345976,12
LOC105345581,1
LOC109617109,0
LOC117687228,0
LOC117687094,1
LOC117688481,7
LOC117688222,111
LOC105325370,1
LOC105323210,0
LOC117688225,0
LOC117688224,0
LOC117688219,0
LOC117688220,4
LOC117688226,6
LOC117688221,37
LOC117688218,13
LOC117688482,0
LOC117688223,0
LOC105318434,1
LOC117688483,0
LOC117688227,1
LOC117688228,0
LOC117688229,0
LOC105323030,23
LOC117688484,0
LOC117688485,0
LOC117686863,1
LOC117686864,1
LOC117686865,0
LOC117688486,0
LOC105320987,4
LOC117687716,1
LOC109619352,12
LOC117688487,0
LOC117687191,0
LOC117687271,2
LOC117687264,0
LOC105325318,4
LOC117687372,1
LOC117688488,0
LOC117688489,2
LOC109618874,27
LOC117688490,0
LOC105347859,0
LOC117688491,0
LOC117687770,0
LOC117687185,8
LOC105347966,0
LOC117687079,0
LOC109618455,2
LOC117687194,2
LOC105340273,6
LOC117688492,0
LOC117687193,0
LOC117687980,0
LOC117688293,1
LOC105329228,0
LOC105329227,0
LOC117688493,1
LOC117686793,12
LOC105333528,626
LOC105347560,6
LOC117687227,3
LOC117687673,0
LOC117687039,5
LOC105324049,4
LOC117688494,0
LOC105337573,1
LOC117688274,0
LOC105340271,2
LOC109619131,1
LOC117688276,3
LOC117688277,183
LOC117688495,0
LOC117688496,0
LOC117688278,0
LOC117688497,0
LOC105348428,0
LOC117688273,0
LOC117688275,18
LOC105328115,0
LOC105328116,0
LOC117687067,10
LOC117687315,1
LOC105333545,0
LOC117688498,0
LOC117688499,0
LOC105322536,0
LOC117687974,0
LOC105345406,0
LOC117688500,0
LOC109618151,3
LOC117687975,0
LOC117688501,1
LOC117687976,0
LOC117687977,1
LOC117687978,0
LOC105319184,3
LOC109620859,0
LOC117688075,0
LOC117688502,1
LOC117688503,1
LOC109619374,1
LOC117688076,10
LOC117688077,0
LOC105339077,0
LOC117688078,0
LOC117688079,0
LOC117687221,1
LOC117687370,1
LOC105324667,0
LOC117686914,0
LOC117686913,12
LOC105335138,15
LOC105334957,146
LOC117686928,13
LOC117687687,0
LOC117687206,0
LOC117687875,0
LOC105344006,0
LOC105344007,0
LOC105343989,10
LOC117686808,23
LOC117686809,18
LOC117686810,0
LOC117686811,57
LOC117686812,32
LOC117687107,2
LOC117687108,0
LOC117687109,0
LOC117687110,1
LOC105343781,1
LOC117687446,0
LOC117688073,1379
LOC105334306,82
LOC117688074,10
LOC105348880,4
LOC105342956,33
LOC117687892,0
LOC117687158,180
LOC105342960,5
LOC105321930,0
LOC109617044,2
LOC105338852,2
LOC105342961,2
LOC105342962,2
LOC117688504,0
LOC117687981,111
LOC109619991,0
LOC117687982,0
LOC117687983,0
LOC105346634,0
LOC105346633,0
LOC117687087,0
LOC117687088,100
LOC105346632,0
LOC109619771,0
LOC105341036,1
LOC105333660,1
LOC117688350,22
LOC105333661,30
LOC117688505,0
LOC117688506,0
LOC117688507,0
LOC117688351,0
LOC117688353,0
LOC117688354,0
LOC105328258,0
LOC109619470,1
LOC117688508,2
LOC117687241,0
LOC117687578,0
LOC117688509,0
LOC117688510,1
LOC117687411,0
LOC117688511,0
LOC117687207,0
LOC105324201,15
LOC105345468,0
LOC105345469,0
LOC117687342,0
LOC117687261,0
LOC117687542,0
LOC117687667,0
LOC117688512,0
LOC117687173,0
LOC117687373,0
LOC117687028,3
LOC117687027,3
LOC105324355,2
LOC117687445,0
LOC117688513,0
LOC109620189,1
LOC117687198,13
LOC117687589,1
LOC117687215,0
LOC105345770,35
LOC105345769,328
LOC117688514,51
LOC117688515,0
LOC117687343,0
LOC117687015,17
LOC117687016,0
LOC117688516,0
LOC117687119,113
LOC117687274,1
LOC117686899,36
LOC117686898,53
LOC117688517,42
LOC105317600,370
LOC105342172,60
LOC105342173,3
LOC105318121,20
LOC117686792,0
LOC117686791,0
LOC117687666,0
LOC117687187,0
LOC105330387,8
LOC105346409,2653
LOC105324574,2
LOC105342270,0
LOC117687146,32
LOC117688518,0
LOC117687164,4
LOC117687224,1
LOC117687324,2
LOC117687325,21
LOC117687182,0
LOC105327795,0
LOC105344507,22
LOC117686841,0
LOC117686842,0
LOC117686843,0
LOC117686844,1
LOC117688687,2
LOC117688709,0
LOC109617356,10
LOC117688708,6
LOC117688519,0
LOC105331630,1
LOC117688706,0
LOC105337828,2
LOC117688520,0
LOC117688689,60
LOC117688521,0
LOC105330495,1
Trnat-ggu_1,0
LOC105330494,3
LOC117688703,2
LOC105330412,0
LOC109619745,5
LOC117688694,1
LOC105322931,0
LOC117688522,0
LOC117688705,0
LOC117688523,0
LOC117688699,0
LOC109618661,0
LOC117688693,0
LOC117688691,0
LOC117688702,7
LOC117688704,0
LOC109620951,1
LOC117688524,4
LOC105322573,0
LOC117688698,0
LOC117688692,0
LOC117688701,39
LOC117688700,7
LOC117688696,43
LOC117688688,2
LOC109620541,43
LOC117688690,0
LOC117688695,0
LOC117688697,0
LOC117680389,0
LOC117688525,0
LOC117688707,1
LOC105323209,0
LOC105323208,0
LOC117688710,0
LOC117688711,0
LOC117688713,0
LOC117688714,5
LOC105330408,4
LOC117688526,0
LOC117688717,63
LOC117680495,5
LOC117688712,0
LOC117688716,1
LOC117688715,12
LOC109619118,2
LOC117688527,5
LOC117688719,6
LOC117688718,2
LOC109618381,0
LOC105339659,4
LOC117688720,0
LOC117687290,0
LOC105342271,31
LOC117687208,1
LOC105324575,2
LOC117687021,0
LOC117687022,0
LOC117687077,1
LOC105323028,0
LOC117688528,1
LOC117687086,0
LOC117687085,0
LOC117687084,0
LOC105320988,0
LOC117687062,1
LOC117687061,6
LOC117687063,3
LOC117687231,150
LOC117688008,0
LOC117688529,3
LOC117680648,2
LOC105324899,0
LOC105336441,0
LOC117688530,1
LOC117687004,0
LOC117687005,5
LOC117687006,0
LOC105325265,2
LOC117688531,0
LOC109618227,10
LOC117687731,1
LOC105346222,10
LOC117688532,12
LOC117687732,2
LOC105346527,4
LOC117687733,4
LOC117687735,2
LOC117687734,11
LOC117687222,0
LOC105321640,25
LOC117686946,3
LOC117687601,2
LOC117687318,0
LOC105334275,1
LOC105322535,0
LOC117687771,0
LOC117686993,0
LOC117687159,1
LOC117687265,0
LOC105339873,0
LOC105339870,3
LOC105339869,0
LOC105339868,0
LOC105341927,0
LOC117688349,0
LOC117687151,7
LOC117680530,0
LOC105327091,3
LOC105332005,16
LOC105319251,0
LOC117686847,0
LOC105324419,2
LOC105345737,6
LOC117686860,37
LOC117686856,38
LOC117686849,9
LOC117686861,0
LOC105339866,0
LOC105339864,2
LOC109618694,28
LOC117686853,3
LOC117686852,2
LOC105339863,1
LOC117680531,4
LOC109619994,2
LOC105327090,39
LOC105337794,1
LOC105336116,5
LOC117686851,1
LOC117686859,11
LOC117686858,1
LOC117686845,0
LOC117686854,0
LOC105345632,1
LOC117686848,0
LOC109618870,0
LOC117686846,3
LOC117686857,2
LOC117686862,0
LOC105338199,0
LOC105320598,1
LOC117687424,0
LOC117687176,2
LOC105318153,0
LOC117680393,0
LOC105319061,0
LOC105319071,0
LOC105319060,1
LOC105327349,1
LOC117687518,10
LOC117687519,0
LOC105319059,0
LOC109619603,1
LOC117687520,1
LOC117687521,24
LOC105333298,0
LOC117687522,10
LOC105331056,0
LOC105333317,14
LOC117687523,2
LOC105327053,0
LOC105327045,0
LOC105331963,1
LOC105327044,7
LOC117687525,49
LOC105327043,83
LOC105327052,5
LOC105327050,1
LOC117687526,1
LOC117688533,0
LOC105346889,1
LOC117687524,0
LOC105322823,0
LOC105322824,0
LOC105339708,1
LOC117688534,11
LOC117688535,0
LOC105326557,2
LOC105339710,0
LOC117688536,0
LOC117686794,66
LOC117686795,30
LOC117686796,0
LOC117686797,0
LOC117686798,1
LOC117686799,0
LOC117688070,0
LOC109620878,1
LOC105346030,0
LOC117688537,0
LOC117688068,80
LOC117688069,1
LOC105326355,0
LOC117688072,4
LOC105328120,14
LOC117688071,7
LOC117687186,1
LOC105340048,1
LOC117687068,0
LOC117687069,0
LOC117687270,0
LOC105340047,2
LOC117688300,0
LOC117688301,0
LOC117688302,0
LOC117688303,0
LOC105340013,1
LOC109618271,0
LOC117688304,0
LOC105324601,0
LOC117688305,0
LOC117688306,0
LOC105340014,1
LOC117688307,1
LOC117688308,2
LOC109618706,1
LOC117688538,0
LOC117687599,0
LOC117687563,0
LOC105343433,0
LOC105343434,0
LOC105318219,6
LOC105318217,4
LOC117687659,4
LOC105343517,975
LOC117687660,65
LOC105343511,0
LOC105343512,16
LOC117687661,3
LOC117687662,50
LOC109620675,20
LOC105344069,3
LOC105344083,1588
LOC105344082,111
LOC109620684,27
LOC105344120,1
LOC117687663,19
LOC105344091,2
LOC105344097,4
LOC109620674,0
LOC117688539,0
LOC117686807,0
LOC105344444,0
LOC117688540,0
LOC105344435,0
LOC117687220,1
LOC105318691,0
LOC105342568,2
LOC105345636,2
LOC105333551,1
LOC105333605,2
LOC105333541,0
LOC117688198,95
LOC105333599,0
LOC105319418,0
LOC117688199,0
LOC105344437,5
LOC105342635,11
LOC109621196,0
LOC105348153,20
LOC117687946,3
LOC117687947,5
LOC105323004,2
LOC117688541,7
LOC105348152,0
LOC117687948,0
LOC117688542,1
LOC105345162,2115
LOC105327327,0
LOC117687269,0
LOC105323668,4
LOC105323666,8
LOC117687247,1
LOC117687156,1
LOC117687316,0
LOC117687101,0
LOC105337984,3613
LOC105337986,3
LOC105337985,0
LOC117688151,0
LOC117688152,0
LOC117688153,0
LOC117688154,0
LOC105337231,0
LOC105337230,0
LOC105337228,0
LOC105337265,0
LOC105339633,1
LOC105339632,5
LOC105337262,0
LOC105337225,0
LOC105337224,1
LOC117686949,0
LOC105331787,9
LOC117686950,0
LOC117688543,0
LOC105337223,0
LOC117688544,0
LOC117687701,1
LOC105337220,18
LOC105337218,4
LOC117688545,2
LOC105337260,2424
LOC105334861,32
LOC105328094,1532
LOC117686813,13
LOC105328095,371
LOC105328096,706
LOC105328097,6
LOC117687858,1
LOC105330810,3
LOC105337517,3
LOC105337524,0
LOC105337534,2
LOC105330336,0
LOC117687859,0
LOC117688231,0
LOC105337464,2
LOC105338436,3
LOC117688546,33
LOC117688232,0
LOC105337491,0
LOC117688233,1
LOC117688547,1
LOC117687273,0
LOC117688337,1
LOC117688548,0
LOC105328498,3
LOC117688338,95
LOC117688339,0
LOC117688340,41
LOC105332632,0
LOC117687056,0
LOC117687057,0
LOC117687058,0
LOC117687017,0
LOC117687030,0
LOC117688549,0
LOC117687189,0
LOC117687161,2
LOC105339763,0
LOC117687091,0
LOC117687024,0
LOC117687026,0
LOC117687311,0
LOC117687093,0
LOC105329684,0
LOC105329686,925
LOC117680460,13111
LOC117687564,294
LOC117687565,106
LOC105329690,707
LOC105329691,2
LOC117687566,34
LOC117687567,3144
LOC105329695,1032
LOC105329696,1043
LOC105329699,2
LOC117687568,88
LOC105324438,1
LOC117687569,0
LOC117687570,0
LOC117688550,5
LOC117687571,1
LOC117688551,8
LOC117687572,0
LOC117687573,1
LOC117687574,0
LOC105323495,0
LOC105324437,0
LOC117687575,0
LOC117687576,0
LOC117687577,2
LOC117688552,0
LOC117688553,0
LOC105346519,0
LOC117688155,0
LOC117688156,7
LOC117688157,0
LOC109619929,0
LOC117688158,7
LOC109619930,30
LOC117688159,0
LOC117688554,0
LOC117688160,1
LOC105332273,2
LOC105340230,0
LOC117687262,0
LOC105337989,0
LOC105337990,0
LOC117687047,0
LOC105321357,2
LOC117687046,0
LOC117687540,5
LOC117687242,0
LOC117687188,1
LOC117687481,0
LOC117688555,0
LOC117688556,0
LOC105337264,0
LOC117686918,0
LOC117688557,2
LOC117686920,1
LOC117686919,0
LOC117687126,0
LOC117687073,19
LOC105347960,6
LOC117687989,0
LOC117686901,0
LOC105347959,2
LOC105347957,0
LOC105347956,1
LOC117687153,15
LOC117687190,0
LOC117687784,0
LOC117687128,0
LOC105329681,0
LOC117687334,3
LOC117687597,2
LOC105329682,0
LOC105319335,0
LOC117687064,0
LOC105329683,0
LOC117687427,0
LOC117687430,7
LOC117687428,190
LOC105329687,5322
LOC117687425,0
LOC117687426,0
LOC117687429,2
LOC105329689,219
LOC105329688,33
LOC117687431,650
LOC117687432,4
LOC105329693,100
LOC105329694,2394
LOC117680417,54
LOC117687434,16
LOC117687433,166
LOC117687435,99
LOC117687436,0
LOC117687438,0
LOC117687439,0
LOC105329698,0
LOC117687440,0
LOC117687441,5
LOC117687442,0
LOC105337701,1
LOC117687443,2
LOC105337706,1
LOC105337702,4
LOC105343066,314
LOC117680554,53
LOC105343065,519
LOC117687307,228
LOC117687308,101
LOC105343064,162
LOC105343062,23
LOC105336741,20
LOC105336742,2337
LOC105336743,379
LOC105336744,0
LOC105336745,83
LOC105330604,49
LOC105344101,1056
LOC105344104,1336
LOC105344102,55
LOC105347766,27
LOC117688175,48
LOC117688176,37
LOC105338045,986
LOC105347786,11
LOC105338054,56
LOC117688177,496
LOC105338015,26
LOC109619954,15
LOC105342641,5
LOC117688180,5
LOC117688183,54
LOC117688178,0
LOC117688179,46
LOC117688186,58
LOC105345712,133
LOC117688187,6
LOC117688182,17
LOC117688188,88
LOC105338033,5
LOC117688184,8
LOC105317460,10
LOC117688181,16
LOC117688189,7
LOC105323166,96
LOC117688185,422
LOC105338002,997
LOC105337988,1948
LOC105338112,31
LOC117680541,14
LOC105338096,82
LOC105344299,674
LOC105323169,800
LOC105323168,31
LOC105323167,8879
LOC105323165,9744
LOC117688195,906
LOC117688190,99
LOC109619069,155
LOC117688191,57
LOC105325503,1
LOC117680491,12
LOC105325492,28
LOC117688196,90
LOC105325504,80
LOC105325493,126
LOC117688193,41
LOC105342497,0
LOC105342490,26
LOC105342492,31028
LOC105342493,43
LOC105342494,190
LOC117688558,0
LOC105342495,715
LOC117688194,0
LOC105342498,29604
LOC105342496,7
LOC105320240,97
LOC105320219,43
LOC105320218,72
LOC105320216,2763
LOC105320215,16
LOC109617509,751
LOC105320214,30
LOC105320239,3
LOC117688197,6
LOC105320211,30
LOC109620727,11
LOC105320950,24
LOC117688279,390
LOC117688280,686
LOC117688281,0
LOC117688559,97
LOC105320555,25
LOC117688282,6
LOC105324052,405
LOC117687277,1
LOC117680332,232
LOC105343846,773
LOC117688560,0
LOC105333531,1
LOC117688341,0
LOC117688561,0
LOC117686926,491
LOC105328389,11
LOC117687876,1
LOC105323301,528
LOC105323299,3681
LOC105323297,116
LOC105323497,0
LOC105343176,41
LOC105329029,127
LOC105340916,69
LOC105342922,37
LOC105342921,1
LOC117687880,0
LOC117687879,1
LOC105339402,12
LOC117687878,6
LOC109617306,4
LOC105339403,223
LOC105339404,0
LOC117687883,19
LOC105325220,2118
LOC105341949,7
LOC117687885,8
LOC105349181,0
LOC117687882,343
LOC105331575,39
LOC105331574,425
LOC105320967,1692
LOC105320968,1
LOC117687881,152
LOC117680458,5
LOC117687884,4
LOC105339410,6
LOC105342917,4017
LOC105342918,925
LOC105342919,18486
LOC105342923,58
LOC117687886,98
LOC105323303,0
LOC117687887,205
LOC105323298,0
LOC117687888,2911
LOC105322070,4
LOC117687889,4
LOC105337117,1
LOC105334126,0
LOC105319990,1351
LOC117688202,2
LOC105338389,2
LOC117688200,2
LOC117686903,1438
LOC105343845,355
LOC105345596,2
LOC117687160,0
LOC117687184,0
LOC117680317,525
LOC117687596,949
LOC105334156,4447
LOC109619510,3103
LOC105334157,1460
LOC105334159,12733
LOC105323998,16
LOC105334160,2
LOC105334163,0
LOC105334162,3922
LOC105337303,3117
LOC105326959,4
LOC117688562,1
LOC105326960,14
LOC105326944,203
LOC105347754,3
LOC105337912,163
LOC105337955,8
LOC105321075,0
LOC109618614,0
LOC117687142,0
LOC105344907,5
LOC117687554,34
LOC117687049,1
LOC117687165,4
LOC105330979,0
LOC117687098,2
LOC105321637,1
LOC117687080,1
LOC105342618,10
LOC109619300,0
LOC105332744,435
LOC105332745,5
LOC105332728,0
LOC105332729,1
LOC105332731,0
LOC105332747,0
LOC105332732,1
LOC117688317,0
LOC117688325,3
LOC117688318,0
LOC109621167,0
LOC117688323,0
LOC117688312,5
LOC117688326,23
LOC105332748,0
LOC105332733,8
LOC105334221,17
LOC117688314,127
LOC109620771,2
LOC105317051,8
LOC109620074,0
LOC117688315,0
LOC105346231,209
LOC117688320,0
LOC117688319,0
LOC117688321,4
LOC117688324,3
LOC105334968,67
LOC117688316,1
LOC117680519,3
LOC117688327,0
LOC105334200,1
LOC105332734,0
LOC109621166,0
LOC105341805,54
LOC117688311,15076
LOC109618201,0
LOC117688322,7
LOC105336811,8
LOC105338438,0
LOC105338439,1
LOC117688328,0
LOC117688329,0
LOC117688563,0
LOC105334293,18
LOC117688334,2
LOC105328778,1
LOC105340720,0
LOC109619860,0
LOC105345149,0
LOC105324048,0
LOC117688333,1
LOC117688332,1
LOC109620846,0
LOC105348212,1392
LOC105324614,2
LOC117688330,3
LOC117688336,3
LOC117688335,2
LOC117687181,0
LOC117688564,0
LOC105329944,0
LOC117687933,0
LOC117687932,0
LOC117687934,0
LOC117687929,0
LOC117687931,2
LOC117687937,1
LOC109619508,0
LOC117687940,0
LOC105334152,1
LOC105334146,1
LOC117687938,0
LOC117687935,0
LOC105317430,109
LOC105345631,2
LOC117687936,1
LOC105324599,2
LOC117687939,9
LOC109619509,0
LOC109617269,0
LOC117687930,0
LOC105337738,1
LOC117687941,15
LOC105337735,4264
LOC105337736,128
LOC105337734,72
LOC105337733,150
LOC105335201,216
LOC105335199,2586
LOC105335198,3090
LOC105335197,1751
LOC105335196,5452
LOC105335195,5
LOC117687942,0
LOC105335194,0
LOC105335193,47
LOC105335191,1546
LOC105335204,17
LOC105335203,34
LOC105335189,3776
LOC105335188,2720
LOC105335187,36985
LOC105335186,4877
LOC117688565,0
LOC105330874,2783
LOC105330873,14469
LOC105330870,144
LOC105348404,0
LOC117687943,0
LOC117687944,0
LOC105348389,1
LOC105340708,1
LOC105328165,1
LOC117688355,0
LOC109617923,12
LOC117688356,0
LOC105318311,0
LOC117688357,3
LOC117688566,0
LOC105348392,0
LOC117680313,1
LOC117687616,0
LOC105326623,946
LOC105321396,2
LOC105317671,1
LOC105317672,1
LOC117687617,0
LOC117687618,0
LOC105334693,0
LOC117688567,0
LOC117687619,0
LOC117687620,0
LOC117687622,2
LOC117688568,1
LOC117687624,1
LOC105334690,3
LOC117687621,0
LOC117687623,0
LOC105334685,6939
LOC105334689,22
LOC105334683,1103
LOC117687250,40
LOC105334681,22
LOC105334682,2868
LOC105334680,6
LOC105334679,12
LOC105334677,441
LOC105334676,33
LOC105334675,689
LOC105348579,0
LOC105323898,0
LOC109619188,0
LOC105329566,0
LOC105342899,0
LOC105342886,0
LOC117687252,0
LOC117687253,0
LOC117687125,0
LOC105329572,0
LOC117687896,0
LOC105329567,31
LOC105334833,0
LOC105323883,0
LOC105327906,0
LOC105327891,0
LOC109618710,21
LOC105317264,1114
LOC117687893,2
LOC117688569,0
LOC117688570,0
LOC105343550,8
LOC117687895,0
LOC105341263,6
LOC117688571,0
LOC105343577,1
LOC105338954,8
LOC105338080,0
LOC117687894,1
LOC117688572,0
LOC117688573,0
LOC117688574,0
LOC117688575,4
LOC117688363,0
LOC117688364,0
LOC109617953,0
